16:36:11 INFO  application.AppManager - Start in browser CHROME
16:36:12 INFO  tests.TestBase - Start method  --> NegativeAddSameContact
16:36:12 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
16:36:23 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
16:36:23 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='LOGIN']
16:36:23 INFO  application.MyListener - The element -->By.xpath: //a[.='LOGIN']was found
16:36:23 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Email']
16:36:23 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Email']was found
16:36:23 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Password']
16:36:23 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Password']was found
16:36:23 INFO  application.MyListener - Start find element by -->By.xpath: //button[.=' Login']
16:36:23 INFO  application.MyListener - The element -->By.xpath: //button[.=' Login']was found
16:36:23 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='ADD']
16:36:24 INFO  application.MyListener - The element -->By.xpath: //*[.='ADD']was found
16:36:24 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
16:36:24 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
16:36:24 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
16:36:24 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
16:36:24 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
16:36:24 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
16:36:25 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
16:36:25 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
16:36:25 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
16:36:25 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
16:36:25 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
16:36:25 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
16:36:25 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
16:36:25 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
16:36:25 INFO  application.MyListener - Start find element by -->By.xpath: //button/b
16:36:25 INFO  application.MyListener - The element -->By.xpath: //button/bwas found
16:36:25 INFO  application.MyListener - Start find element by -->By.xpath: //h3
16:36:26 INFO  application.MyListener - The element -->By.xpath: //h3was found
16:36:26 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
16:36:26 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
16:36:26 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
16:36:26 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
16:36:26 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
16:36:26 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
16:36:26 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
16:36:26 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
16:36:26 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
16:36:26 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
16:36:26 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
16:36:26 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
16:36:27 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
16:36:27 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
16:36:27 INFO  application.MyListener - Start find element by -->By.xpath: //button/b
16:36:27 INFO  application.MyListener - The element -->By.xpath: //button/bwas found
16:36:27 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='ADD']
16:36:27 INFO  application.MyListener - The element -->By.xpath: //a[.='ADD']was found
16:36:27 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Name']
16:36:27 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Name']was found
16:36:27 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Last Name']
16:36:27 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Last Name']was found
16:36:27 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Phone']
16:36:27 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Phone']was found
16:36:27 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='email']
16:36:27 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='email']was found
16:36:27 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='Address']
16:36:27 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='Address']was found
16:36:28 INFO  application.MyListener - Start find element by -->By.cssSelector: [placeholder='description']
16:36:28 INFO  application.MyListener - The element -->By.cssSelector: [placeholder='description']was found
16:36:28 INFO  application.MyListener - Start find element by -->By.xpath: //button/b
16:36:28 INFO  application.MyListener - The element -->By.xpath: //button/bwas found
16:36:28 INFO  application.MyListener - Start find element by -->By.cssSelector: .contact-item_card__2SOIM
16:36:38 INFO  application.MyListener - The element -->By.cssSelector: .contact-item_card__2SOIMwas found
16:36:38 INFO  tests.TestBase - End of method --> NegativeAddSameContact
